class_name,question,id
SHIPPING,I need help trying to edit the shipping address,2876
ACCOUNT,have problems with creating a freemium account,10451
DELIVERY,I am trying to see what options for delivery are there,12826
SHIPPING,i dont know what i need to do to correct theaddress,2473
ACCOUNT,can you help me recover my account PIN code?,19899
CONTACT,I want to contact an agent,9146
PAYMENT,"I can't pay, help to inform of issues with payment",18553
SHIPPING,I want assistance to set up my secondary delivery address,23109
ACCOUNT,"I cannot remember the key of my profile, help me recover it",20840
FEEDBACK,I want to leave feedback about your services,22155
PAYMENT,how could i notify of an error with online payment,18366
REFUND,I'm waiting for a reimbursement of 1200dollars,25957
INVOICE,I don't know what I need to do to get the bill #37777,15157
SHIPPING,how do I enter a secondary delivery address?,23129
ACCOUNT,open platinum account for wife,9992
ORDER,i do not know what i need to do to buy several items,18900
ACCOUNT,wanna  use the {{Account Type}} profile help me,24683
CONTACT,can i see what hours customer support availabl is,8034
SUBSCRIPTION,can ya tell me more abuot unsubscribing from ur newsletter,17319
DELIVERY,I want assistance to check how soon can I expect the package,13227
ACCOUNT,where to notify of errors with sign-up?,21151
INVOICE,i cannot find the invoice from {{Person Name}} find it for me,4511
CANCEL,I want assistsnce seeing the withdrawal penalty,3733
CONTACT,help getting in touch with customer support,8161
ORDER,I have a question about correcting order {{Order Number}},1027
FEEDBACK,i want assistance to send feedback for ur company,22613
PAYMENT,i do not knwo how to see the payment methods,5437
REFUND,I expect a rebate of {{Refund Amount}} dollars,25892
FEEDBACK,i need help to file a consumer complaint,7448
ORDER,could I update order {{Order Number}}?,1096
CONTACT,I don't know how I can talk wirh someone,9186
FEEDBACK,how could I lodge a reclamation?,7706
SUBSCRIPTION,how to subscribe to the corporate newsletter,17108
DELIVERY,is it possible to check how soon can I expect the package?,13838
CANCEL,"I cannot find the termination penalty, can I get some help?",3142
CANCEL,what do I need to do to check the termination charge?,3181
PAYMENT,can I see what payment methods are available?,5371
FEEDBACK,is it possible to submit feedback for ur services,22309
ACCOUNT,I am having an online registration error,21264
CANCEL,where can i check the early exit charges,3510
ORDER,I want assistance earning some of your product,18969
REFUND,I expect a refund of {{Currency Symbol}}{{Refund Amount}},26734
DELIVERY,I don't know how to see when my item is going to arrive,13636
PAYMENT,payment issues,18093
SUBSCRIPTION,assistance to unsubscribe from your corporate newsletter,17443
ACCOUNT,editing freemium  account,14758
CANCEL,where can I see the termination charge?,3748
CONTACT,wanna see what hours cdustomer support available is,8334
SUBSCRIPTION,how can i cancel my subscription to ur corporate newsletter,17187
PAYMENT,I need assistance notifying of a problem with online payment,18349
CONTACT,need to contact customer service how do i do it,8593
FEEDBACK,could I make a customer complaint against your business?,7497
PAYMENT,want assistance solving an error with payment,18874
ACCOUNT,I need to recover my profile password,20015
CONTACT,help me see what hhours I can call customer assistance,8296
SUBSCRIPTION,company newsletter subscription,17343
ORDER,I want assistance locating purchase {{Order Number}},25049
CANCEL,I do not know what to do to see the withdrawal penalties,3234
CANCEL,i have to sede the cancellation charge,3107
SHIPPING,need to submit a new shipping adress,23618
REFUND,I need help to see if there are any updates on my rebate,25983
REFUND,i do not know what i have to do to get my money back,15899
CANCEL,I am tring to see the early exit penalty,3167
ACCOUNT,update details on freemium account,14710
SHIPPING,want help to submit another shipping address,23793
ACCOUNT,how could I inform of a sign-up issue?,21726
ORDER,i dont wat order {{Order Number}} cancel it,831
SUBSCRIPTION,i need assistance to sign up to ur company newsletter,17605
ORDER,"I have got to locate purchase {{Order Number}}, I need help",25740
INVOICE,I want to download my invoice from {{Person Name}},14952
SHIPPING,help me entering a secondary delivery address,22970
FEEDBACK,I do not know what I need to do to file a customer complaint,7484
ACCOUNT,problem with premium account terminations,11267
CANCEL,"I cannot find the withdrawal penalty, I need help",3284
DELIVERY,where could I see when will my purchase arrive?,13714
ACCOUNT,new bloody {{Account Type}} cacount,10333
CONTACT,"I have to talk with customer support, I need help",8396
SHIPPING,problem entering the shipping address,23196
ACCOUNT,create gold accountfor wife,10655
CONTACT,where do I check what hours I can call customer assistance?,8221
ORDER,I can't afford order {{Order Number}},461
INVOICE,I do not know what to do to download my invoice #37777,15793
ORDER,i do not know what to do to acquire some of ur article,19527
ACCOUNT,I do not know how to report issues with registrations,21472
CANCEL,is it possible to see the withdrawal charges?,3088
REFUND,can I check how long reimbursements usually take?,6120
SHIPPING,can ya help me to modify the delivery address,2701
ORDER,need help removing several items from order {{Order Number}},1402
SUBSCRIPTION,i want assistance canceling the newslettersubscription,17216
ACCOUNT,updating premium accojnt,14206
INVOICE,get ibll #12588,15507
CANCEL,can you help me checking the cancellation fees?,3435
PAYMENT,where can I list your accepted payment options?,5329
PAYMENT,can ya help me to notify of an error with online payment,18327
INVOICE,how to download the bills from {{Person Name}}?,15045
CONTACT,i want help to get in touch with customer service,8721
FEEDBACK,want help to lodge a customer complaint,7023
ORDER,check order {{Order Number}} status,25384
CANCEL,I tryh to check the termination fees,3012
ACCOUNT,delete gold acvount,11463
PAYMENT,I don't know what to do to notify of a payment error,17935
ACCOUNT,I want information about a {{Account Category}} account cancellation,11241
DELIVERY,can you help me to see when my product is going to arrive?,13249
INVOICE,I do not know what I need to do to download the bill #00108,15835
CONTACT,I would like to speak to a live agent,9192
CONTACT,assistance to contact goddamn customer support,8876
CONTACT,i need help seeing what hours customer support available is,7963
FEEDBACK,where to leave feedback for a service?,22542
ORDER,i dont know wha to do to check the status of order {{Order Number}},25352
DELIVERY,need assistanmce checking how soon can I expect the package,13840
SHIPPING,i have got to correct the address,2377
SHIPPING,I want assistancee trying to modify my shipping address,2509
INVOICE,I don't know what I have to do to get bill #00108,15698
ORDER,I can't see order {{Order Number}} status,24980
PAYMENT,I need assistamce to inform of a payment issue,18446
FEEDBACK,I'm extremely unhapp with ur services help to make a claim,7124
REFUND,"I have got to see your money back policy, how can I do it?",5931
INVOICE,seeing invoice #85632,4151
ACCOUNT,i need help notifying of problems with a signup,21595
PAYMENT,where can I report errors with payments?,18257
INVOICE,see bill #37777,4804
REFUND,"I have to see in which cases can I ask for refunds, help me",6333
CANCEL,"I cannot find the withdrawal penalty, could you help me?",3199
CONTACT,"you are not helpful, can you help me to speak to someone?",9185
FEEDBACK,do you have a method to submit a review for your services?,21938
ACCOUNT,update data on {{Account Category}} account,13938
SHIPPING,there is a problem updating my shipping address,2427
SUBSCRIPTION,find information about my subscription to ur newsletter,16924
DELIVERY,i need help to check how soon can i expect the order,13178
DELIVERY,help to check what shipment options are there,12299
PAYMENT,i dont know how to check  ur allowed payment modalities,5912
ORDER,how do i remove several articles from order {{Order Number}},1798
CANCEL,are there early termination fees?,3500
ACCOUNT,i do not have a {{Account Type}} account ned help creating one,10141
INVOICE,how can i take a quick look at invoice #85632,4662
ACCOUNT,what do i have to do to delete the {{Account Category}} account,11132
CONTACT,talk to agent,9250
DELIVERY,can I check what shipping methods I have?,12754
REFUND,I have got to request a restitution of my money,16889
REFUND,i cannot check if there is anything new on the rebate,26418
INVOICE,need assistance to find the fucking invoices from {{Person Name}},4334
CONTACT,neerd help chatting with a human agent,9642
SHIPPING,"I need to submit a shipping address, can you help me?",23497
INVOICE,I'd like to find my bills from {{Person Name}} how cam i do it,4861
ORDER,order anitem,19186
ACCOUNT,how to use tye {{Account Type}} account?,24752
CANCEL,i need assistance to check the cancellation fee,2999
FEEDBACK,I'm calling to lodge a compaint,7219
ORDER,"I no longer want order {{Order Number}}, I would like to cancel it",755
SUBSCRIPTION,"I have got to receive your company newsletter, how to do it?",17254
ORDER,I don't know how to shop some of your item,19652
CANCEL,can ya help me checking the cancellation charges,3280
CANCEL,help me to check the early exit charge,3679
ACCOUNT,where to notify of problems with sign-up?,21771
SHIPPING,I want help setting up my delivery address,22899
ACCOUNT,I need assistance to delete the standard account,11782
ACCOUNT,recover the PIN code of my account,20485
CANCEL,I want help to see the early exit fees,3766
ACCOUNT,remove gold account,11545
CONTACT,can I speak with an agent?,9297
SHIPPING,need assistance to update the shipping address,2249
REFUND,I need help seeing in which cases can I ask to be reimbursed,6388
DELIVERY,shiping to {{Delivery City}},12229
SHIPPING,I don't know what I have to do to update my delivery address,2623
REFUND,I expect a restitution of {{Refund Amount}} dollars,26177
FEEDBACK,I am calling to leave my feedback for your products,22338
CANCEL,"I need to check the termination charge, how to do it?",3491
FEEDBACK,"I am very unhappy with your service, I try to lodge a claim",7336
PAYMENT,i have got to see the accepted payment options,5726
ACCOUNT,what do I have to do to change t the {{Account Category}} account?,24055
CANCEL,"I can't find the early termination penalties, help me",3034
PAYMENT,what do i have to do to report a bloody issue with payments,18326
CONTACT,"I have to talk to customer service, how do I do it?",8624
INVOICE,give a quick look at the invoice #12588,4400
CONTACT,I don't know what I need to do to chat with an operator,9520
CONTACT,I want help speaking to goddamn customer service,8452
CANCEL,help me check the early termination penalty,3385
ORDER,can i swap a product of purchase {{Order Number}},1840
CONTACT,i have to speak to an assistant,9332
ORDER,I am trying to edit orde {{Order Number}},1832
REFUND,I am waiting for a reimbursement of {{Currency Symbol}}{{Refund Amount}},26517
CANCEL,how can i ese the cancellation penalties,3278
FEEDBACK,help to write a review about a product,22228
SUBSCRIPTION,how can I get information about my newsletter subscription?,17589
CANCEL,how can I checkthe cancellation charges?,3264
CONTACT,wanna contact damn customer service i need help,8659
ACCOUNT,how to use the {{Account Category}} account,24057
ACCOUNT,i want help to inform of a registration issue,20959
SUBSCRIPTION,how do i subscribe to the corporate newsletter,17344
SHIPPING,"my bloody delivery address changed, can I update it?",2356
FEEDBACK,is it possible to lodge a complaint,7330
FEEDBACK,filing customer complaint against ur company,7837
CONTACT,i dont know what to do to chat with an agent,9479
FEEDBACK,I am trying to leave a goddamn comment for a product,22355
FEEDBACK,I want to file a consumer claim against your business,7168
PAYMENT,want help reporting bloody troubles with payments,18298
CONTACT,I'm trying to check what hours i can call customer support,8433
SHIPPING,I want assistance editing the shipping address,2301
DELIVERY,do you edliver to {{Delivery Country}}?,12136
DELIVERY,I do not know how to check what delivery methods are there,12144
SUBSCRIPTION,ineed assistance receiving ur company newsletter,17824
SHIPPING,sumbitting new shipping address,23833
CONTACT,help me checking at what time I can contact customer support,8532
SHIPPING,errors setting a delivery address up,23440
ACCOUNT,edit standard account,14365
CANCEL,assistance checkingthe termination fees,3555
FEEDBACK,can ya help me lodging an consumer complaint,7393
CONTACT,I do not know what I have to do to contact an assistant,9911
FEEDBACK,can you help me make a complaint against your company?,7256
DELIVERY,where do I see when my item is going to arrive?,13395
CANCEL,could you help me check hte cancellation penalties?,3860
CANCEL,I need to check the withdrawal charges,3626
REFUND,help checking in what cases can i request to be refunded,6461
CANCEL,seeing withdrawal penalty,3183
CANCEL,will you show me the early exit charges?,3249
REFUND,where to demand reimbursements of money?,16479
CANCEL,can you help me check the early exit penalties?,3302
FEEDBACK,I want help to send my feedback about your services,22353
INVOICE,find the invoices from {{Person Name}},4725
SUBSCRIPTION,I want to unsubscribe from your company newsletter,17222
CONTACT,chat with assistant,9604
PAYMENT,help to see your accepted payment modalities,5677
PAYMENT,I need assistance to check your available payment methods,5149
PAYMENT,list payment emthods,5207
SHIPPING,support coprrecting the address,2018
FEEDBACK,i do ont know how to send fucking feedback for a service,22573
FEEDBACK,help me lodging a customer complaint against your business,7818
FEEDBACK,is there a way to submit bloody feedback for a product?,22769
SUBSCRIPTION,assistance cancelling the subscription to ur newsletter,16934
REFUND,I expect an reimbursement of {{Currency Symbol}}{{Refund Amount}},26578
REFUND,I am waiting for a compensation of {{Refund Amount}} doolars,26374
CONTACT,I don't know how I can speak with a goddamn person,9869
FEEDBACK,"the experience with you was awful, file a customer complaint",7469
FEEDBACK,I need help leaving my fucking feedback about a product,22379
SHIPPING,I'm trying to set up another shipping address,23396
DELIVERY,can i place an oeder from {{Delivery City}},12831
DELIVERY,i want assistance to see how soon can i expect the item,13179
DELIVERY,help me see when will mny purchase arrive,13291
ACCOUNT,create new {{Account Type}} account for daughter,9997
ORDER,"I want to order several articles, could you help me?",19391
PAYMENT,report an error with payments,18437
FEEDBACK,help me file a claim agazinst ur company,7876
SUBSCRIPTION,I want help unsubscribing from the newsletter,17615
ACCOUNT,updaing info on {{Account Type}} account,14583
DELIVERY,how to see when will my purchase arrive?,13822
FEEDBACK,I don't know how to write a review about a service,22571
INVOICE,help me checking my bill from {{Person Name}},4130
ACCOUNT,I am trying to recover my user profile PIN,20593
REFUND,I need help to receive restitutions of money,15994
REFUND,"I have to see in what cases can I request refunds, help me",6706
SUBSCRIPTION,how can I unsubscribe from your newsletter?,17817
CANCEL,I'd like tro check the withdrawal fees,3785
CANCEL,what is the fee for cancelling the contract?,3325
SUBSCRIPTION,can you help me unsubscribing from your company newsletter ?,17194
CONTACT,"I don't understand you, can you help me talk with an agent?",9203
FEEDBACK,I want assistance lodging a reclamation,7034
REFUND,I do not know what I need to do to ask for a compensation,15954
SHIPPING,where to update the shipping address?,2337
DELIVERY,I want assistance to see how soon can I expect my purchase,13149
SHIPPING,is it possible to set up my shipping address?,23381
SUBSCRIPTION,can ya tell me about signing up to ur newsletter,17782
INVOICE,need to download my invoice #37777 will ya help me,15217
DELIVERY,can I place an order from {{Delivery Country}}?,12258
SHIPPING,i need help chanigng the shipping address,2594
CANCEL,i cannot find the early termination chaarges,3075
DELIVERY,can you help me checking the options for shipment?,12287
CONTACT,what do I have to do to speak to a live agent?,9294
ACCOUNT,i cannot inform of an issue with signup,21857
REFUND,can you help me seeing in what cases can I request a refund?,6111
ACCOUNT,update {{Account Type}} account,13974
ACCOUNT,how do I use the premium profile?,24185
ORDER,assistance to check the ETA of the purchase {{Order Number}},25422
SUBSCRIPTION,could ya help me to cancel my newsletter suscription,17805
CONTACT,could i get in touchwith customer service,8325
PAYMENT,tell available payment modalities,5403
FEEDBACK,need help to make a complaint against ur company,7161
PAYMENT,want help to check ur payment methods,5351
INVOICE,seeing bill from {{Person Name}},4783
SUBSCRIPTION,how do I subscribe to your newsletter?,17161
ACCOUNT,i cant register how could i notify of sign-up issues,21327
PAYMENT,where do I report an error with online payment?,18813
INVOICE,I call to get my bill #37777,15889
FEEDBACK,I don't know how I can send some feedback about a product,22365
SUBSCRIPTION,I need to sign up to your company newsletter,17853
SUBSCRIPTION,"I want to receive your company newsletter , how do I do it?",17191
INVOICE,I want to download the damn invoices from {{Person Name}},14932
CANCEL,show withdrawal fees,3109
FEEDBACK,where do i file an customer claim against ur business,7151
ORDER,where to see order {{Order Number}} status?,25653
SUBSCRIPTION,I want help unsubscribing from the company newsletter,17277
PAYMENT,Iam trying to notify of troubles with online payment,18319
PAYMENT,can you help me to solve errors with payment?,18505
CANCEL,I don't know how I can see the early exit penalties,3319
PAYMENT,where can i report problems with online payment,18589
INVOICE,I have got to look for my fucking invoices from {{Person Name}},4155
FEEDBACK,i have got to file an complaint,7688
FEEDBACK,can I make a customer reclamation?,7025
FEEDBACK,can I leave some feedback about a product?,22416
ACCOUNT,I am trying to report signup problems,20896
SUBSCRIPTION,I want help to unsubscribe to the company newsletter,16961
SHIPPING,can you give me information about editing my address?,2024
ORDER,can you help me remove something from purchase {{Order Number}}?,1487
PAYMENT,want help to  list ur accepted payment options,4983
PAYMENT,want assistance solving a payment issue,18798
DELIVERY,where can i check how soon cn i expect my shipment,13082
SHIPPING,i ahve an issue submitting a new delivery address,23817
REFUND,I'm trying to obtain a rebat of money,16075
SUBSCRIPTION,I can't receive the company newsletter,17573
CONTACT,can I talk with an assistant?,9194
ACCOUNT,I want help canceling my {{Account Type}} account,11525
SHIPPING,I want support chanigng my delivery address,2302
SUBSCRIPTION,I am trying to sign up to the company newsletter,17069
CANCEL,I need help to check the early exit penalty,3526
INVOICE,i dont know what to do tgo download the bill #12588,15510
SUBSCRIPTION,could you help me receiving the corporate newsletter?,17810
SUBSCRIPTION,I acn't unsubscribe to your company newsletter,17204
ORDER,need help swapping a item of purchase {{Order Number}},1174
SUBSCRIPTION,need assistance unsubscribing to your newsletter,17380
ORDER,i need help earning several articles,19394
FEEDBACK,I am trying to submit feedback about a product,22002
DELIVERY,"I need to see what shipment options are available, help me",12316
CANCEL,I don't know what I need to do to see the termination fees,3806
PAYMENT,I have to list your goddamn available payment modalities,5511
REFUND,where do I get rebates of my money?,16538
ORDER,update purcahse {{Order Number}},1912
REFUND,can you help me get a restitution of my money?,16751
CANCEL,how to see the early exit fees?,3903
ORDER,can uhelp me cancelliung order {{Order Number}},862
CONTACT,chatting with humnan agent,9347
SUBSCRIPTION,i do not know how i can receive ur corporate newsletter,17428
CONTACT,help me calling customer service,8049
CANCEL,is it possible to see the cancellation charges?,3160
CANCEL,"I have to see the early termination fees, help me",3913
SHIPPING,there are errors changin my delivery address,2591
DELIVERY,can you help me seeing how soon can I expect my parcel?,13042
INVOICE,i need assistance to give a quick look at the invoice #37777,4270
CANCEL,help me to check the termination charges,3559
DELIVERY,need help to see when my product is gonna arrive,13030
SHIPPING,I don't know how I could set up my shipping address,23563
SHIPPING,I need assistance to set my secondary delivery address up,23829
INVOICE,I cannot find my invoices from {{Person Name}},4053
INVOICE,how to locate my bill #12588?,3967
ACCOUNT,"I never use the standard account, how can I remove it?",11306
SHIPPING,i dont know what to do to set up my shipping address,23367
ACCOUNT,switch to  standard account,24735
PAYMENT,I try to check the payment modalities,5832
REFUND,assistance to check in what situations acn I request refunds,5961
PAYMENT,"I cannot make a transfer, notify of payment issues",18650
ACCOUNT,close {{Account Category}} account,11806
CANCEL,I need assistance to check the termination charges,3678
ORDER,I have problems with canceling purchase {{Order Number}},718
SUBSCRIPTION,tell me about cancel the newsletter subscription,17720
SHIPPING,could you help me setting up my shipping address?,23098
ORDER,add an item to order {{Order Number}},1272
REFUND,help me see in what cases can I request to be reimbursed,6759
ACCOUNT,where could i switch to the bloody standard account,24439
SUBSCRIPTION,i have got to cancel the company newsletter subscription,17318
CONTACT,can I check at what time I can call customer support?,8297
INVOICE,where can I check my invoices from {{Person Name}}?,4029
SUBSCRIPTION,"I need to receive the company newsletter, how to do it?",17193
ACCOUNT,i have problems with creating a pro account,10238
SUBSCRIPTION,I need help subscribing to your corporate newsletter,17226
REFUND,I want assistance to receive restitutions of money,16227
REFUND,I want to check the current status of the refund,26535
DELIVERY,"I have got to see how soon can I expect my shipment, help me",13891
PAYMENT,can you help me to notify of an error with payment?,18783
FEEDBACK,i do not know how to lodge a complaint against ur business,7619
PAYMENT,want assistance informing of problems with payments,18239
REFUND,what do i have to do to demand reimbursements of my money,16636
ORDER,checking purchase {{Order Number}} current status,25107
ORDER,"I can no longer afford order {{Order Number}}, help me cancel it",109
FEEDBACK,wanna make a consumer reclamation against ur company,7452
CONTACT,I don't know what I haveto do to speak with customer service,8421
DELIVERY,is it plssible to order from {{Delivery Country}}?,12648
REFUND,in which cases can i ask to be reimbursed,6820
CANCEL,ened assistance to see the termination penalties,3535
FEEDBACK,i want help sending some feedback about a product,22219
REFUND,I donot know what to do to demand a refund,16582
REFUND,assistance to check ur refund pollicy,6215
INVOICE,I do not know how to get my invoices from {{Person Name}},15170
DELIVERY,can I order from {{Delivery Country}}?,12703
SHIPPING,"my address has changed, I need help modifying it",2710
DELIVERY,deliveries to {{Delivery Country}},12004
INVOICE,what do I have to do to get the invoice from {{Person Name}}?,15708
ORDER,i cannot see the eta of the order {{Order Number}},25290
ACCOUNT,swithcing to gold account,24696
FEEDBACK,where can i send my feedback for ur services,22316
INVOICE,i dont knw what to do to see the bill from {{Person Name}},4880
DELIVERY,is it possible to place an order from {{Delivery City}} ?,12271
CANCEL,I need help  checking the withdrawal charges,3176
ACCOUNT,"I can't register, inform of signup problems",21440
DELIVERY,"I have to see the shipping options, could I get some help?",12385
FEEDBACK,do you have a section to leave a comment for your company?,22019
SHIPPING,I want assistance to modify the shipping address,2226
DELIVERY,help me checking what shipping methods you offer,12388
SHIPPING,i have got to set u a bloody delivery address i need help,23695
SHIPPING,I do not know how to enter the secondary shipping address,23020
INVOICE,find bil #12588,3987
ACCOUNT,where do I restore the PIN of my user account?,20847
ORDER,is it possible to shop some of your item?,19030
ACCOUNT,i dont know how i could inform of an error with signup,21193
ORDER,i do not know what i have to do to earn some items,19012
ORDER,I need to correct purchase {{Order Number}},1731
CANCEL,I cannot find the early termination charge,3286
FEEDBACK,I call to  file a claim,7147
PAYMENT,i have got to list ur accepted payment options can uhelp me,5285
INVOICE,help me download my bills from {{Person Name}},15716
ACCOUNT,inform of a registration problem,20987
SUBSCRIPTION,tell me about the subscription to the corporate newsletter,17437
DELIVERY,help me check what methods for delivery you offer,12437
CONTACT,where do i cherck at what time i can call customer service,8441
DELIVERY,is it possible to place an order from {{Delivery City}}?,12690
FEEDBACK,"I need to file a customer reclamation, how do I do it?",7659
FEEDBACK,is there an e-mail to submit feedback for your company?,22696
ACCOUNT,inform of a problem with sign-up,21430
ORDER,I want help to cancel purchase {{Order Number}},864
CANCEL,assistance checking the fucking early exit penalties,3203
INVOICE,i do not know how i can download my invoices from {{Person Name}},15246
FEEDBACK,where could I file a consumer claim against your company?,7898
REFUND,how to see the status of my restitution?,26473
PAYMENT,want assistance reporting troubles with payment,18166
CANCEL,what is the early exit penalty,3044
PAYMENT,how can I report payment errors?,18455
ORDER,assistance to see the ETA of purchase {{Order Number}},25073
CANCEL,I want help to check the early termination penalties,3867
ACCOUNT,how can I use the gold account?,24244
REFUND,I want to see how long refunds take,6010
CANCEL,help checking theearly exit charge,3880
SHIPPING,how to update the shipping address?,2191
CANCEL,assistance to check the termination fee,3339
ACCOUNT,I don't know what I have to do to remove a damn gold account,11847
CANCEL,I do not know how to see the early termination penalty,3450
SUBSCRIPTION,where to unsubscribe from the corporate newsletter,17572
INVOICE,i do not know what i have to do to get my invoice #85632,15763
FEEDBACK,lodge customer complaint against your business,7594
DELIVERY,could oyu tell me about fucking shipping periods?,13248
ORDER,can ushow me order {{Order Number}} status,25427
FEEDBACK,help filing a consumer complaint against ur business,7801
CONTACT,assistance speaking to someone,9778
DELIVERY,I need to check how long it takes for the delivery to arrive,13668
SUBSCRIPTION,help me cancelling my corporate newsletter subscription,17714
CANCEL,i do not know what to do to check the cancellation fees,3656
CONTACT,I need help speaking to an agent,9148
ORDER,assistance to shop several articles,19674
CANCEL,nded to check the termination penalties how to do it,3861
ACCOUNT,i need assistance restoring the pass of my profile,20369
DELIVERY,I want help to see how soon can I expect my product,13504
DELIVERY,help to see what shipping options you offer,12266
ACCOUNT,"I haven't signed up, I try to create a freemium account",10676
DELIVERY,do ya ship to {{Delivery Country}},12319
SHIPPING,I have problesm with a delivery address update,2104
PAYMENT,I need assistance to inform of a payment issue,18385
ACCOUNT,remove {{Account Type}} account,11396
PAYMENT,I want assistance to list your payment modalities,5312
PAYMENT,notify of trouble with online payments,18572
DELIVERY,what do I need to do to check the fucking shipment methods?,12212
INVOICE,can you help me downloading invoice #12588?,15171
PAYMENT,i need assistance to notify of an issue with online payment,18386
DELIVERY,where to see hwen my delivery is going to arrive?,13520
ORDER,edit order  {{Order Number}},1476
DELIVERY,i need assistance seeing when will my package arrive,13858
FEEDBACK,I do not know how I can file a claim,7779
ACCOUNT,have a problem with the termination of a {{Account Category}} account,10951
ORDER,"I missed an item in purchase {{Order Number}}, could you add it?",1228
SHIPPING,I'm trying to enter an shipping address,23755
REFUND,"I have got to see the status of my rebate, I need assistance",25934
SUBSCRIPTION,help me signing up to the newsletter,17602
INVOICE,I need assistance to get my invoice from {{Person Name}},15069
INVOICE,how do i get my bills rfom {{Person Name}},14926
CONTACT,I don't know how to get in touch with customer support,8706
INVOICE,I want help to give a quick look at the invoice #85632,4499
REFUND,I don't know how I can get a restitution of my money,16265
ACCOUNT,i need assistance changing to the {{Account Type}} account,24692
INVOICE,get invoice from {{Person Name}},15558
SHIPPING,I cannotsubmit my shipping address,23141
CONTACT,can you help me to speak with customer assistance?,8347
FEEDBACK,can you help me write a review for a service?,22692
REFUND,when am I going to get a reimbursement?,15919
SHIPPING,I need assistance with a shipping address update,2787
SUBSCRIPTION,how to sign up to your newsletter?,17591
FEEDBACK,how could I leave a review for your products?,22114
SHIPPING,assistance to set my new shipping address up,23029
DELIVERY,how to see what delivery options you offer?,12657
SUBSCRIPTION,need help singing up to the company newsletter,17709
CANCEL,can you help me to see the early termination fees?,3868
SHIPPING,troubles entering the secondary delivery address,23296
INVOICE,i cannot find bill #85632 can usendit to me,15091
REFUND,I'm waiting for a rebate of {{Currency Symbol}}{{Refund Amount}},26037
SHIPPING,I don't know how I can  submit a new shipping address,23111
ORDER,"I have to modify purchase {{Order Number}}, I need assistance",1431
ORDER,remove item from order {{Order Number}},1003
ACCOUNT,I need help retrieving my goddamn account password,20167
PAYMENT,I don't know how to see your allowed payment modalities,5622
CONTACT,help me to check what hours i can call customerr service,7983
CANCEL,need assistance seeing the withdrawal penalty,3064
ORDER,I have missed some goddamn articles in purchase {{Order Number}},1674
ACCOUNT,change to {{Account Category}} account,24443
CONTACT,assistance chatting  with a live agent,9731
SUBSCRIPTION,I have got to subscribe to the corporate newsletter,17693
CONTACT,I want help to talk with customer support,8145
CONTACT,I want to speak with customer esrvice,8153
ORDER,I do not know what to do to earn several of yoru item,19649
INVOICE,can you help me giving a quick look at my bill #12588?,4340
ORDER,can I swap some items of purchase {{Order Number}}?,1509
ACCOUNT,i need assistance with creating a freemium acount,10070
SHIPPING,want help modifying my address,2205
PAYMENT,how can i report problems with online payments,18212
SUBSCRIPTION,information about receiving your company newsletter,17473
CANCEL,I do not know how to check the cancellation  penalties,3673
INVOICE,send me bill from {{Person Name}},15411
INVOICE,what do I need to do to get my goddamn bill from {{Person Name}}?,15843
PAYMENT,want help solving issues with online payment,18459
REFUND,can I check your refund policy?,6350
SUBSCRIPTION,can utell me about the corporate newsletter subscription,17113
ACCOUNT,"I have got to open a new bloody {{Account Type}} account, I need help",10721
ORDER,i want assistance cancelling order {{Order Number}},270
SUBSCRIPTION,help cancelling my corporate newslettersubscription,17223
PAYMENT,help informing of a problem with online payments,18703
ACCOUNT,new platinum account,10176
SUBSCRIPTION,need help to receive ur company newsletter,16991
CANCEL,i do not know how i can see the early termination penalties,3798
SUBSCRIPTION,how to cancel the subscription to ur company newsletter,17156
CONTACT,where do i see what hours i can contact customer support,8495
ORDER,I'm rtying to cancel order {{Order Number}},676
ACCOUNT,updating {{Account Type}} account,14325
CONTACT,I need assistance to talk with an operator,9207
CONTACT,I want to talk to customer service,8219
CANCEL,I want assistance checking the early termination penalty,3078
ORDER,"I want to see the ETA of my order, could you help me?",25091
CANCEL,see early exit penalties,3027
DELIVERY,d uship to {{Delivery City}},12535
REFUND,i have got to see in which cases can i request my money back,6128
ORDER,checking status of order {{Order Number}},25063
REFUND,I'm waiting for a goddamn compensation of {{Refund Amount}} dollars,26829
INVOICE,see bill from {{Person Name}},4832
INVOICE,i need assistance to locate the bills from {{Person Name}},4397
SUBSCRIPTION,I don't know how I can receive the company newsletter,17868
ACCOUNT,changing information on {{Account Type}} account,14317
DELIVERY,how do I see how long it takes for my damn parcel to arrive?,13609
CONTACT,I cannot speak with an assistant,9188
INVOICE,where can i locate my invoices from {{Person Name}},4223
REFUND,assistance seeing if there are any news on my reimbursement,26812
CONTACT,what time can I reach customer support?,8694
ACCOUNT,help me to open a {{Account Category}} account for my daughter,10538
ACCOUNT,update information on {{Account Category}} account,14516
SUBSCRIPTION,I am trying to cancel my subscription to your newsletter,17490
ACCOUNT,editing information on {{Account Category}} account,14182
SHIPPING,I do not know how to submit the new shipping address,22977
ACCOUNT,new platinum acount for wife,10209
CONTACT,ya have a free number to talk with customer service,8256
PAYMENT,i dont know how i can report a trouble with payments,18183
REFUND,check under which circumstances can I ask for refunds,6875
SHIPPING,can i submit the secondary delivery address,23279
CANCEL,help me check the terminatio charges,3845
ACCOUNT,I need information about the termination of a pro account,11547
CANCEL,what do I have to do to see the early exit fee?,3229
