class_name,question,id
PAYMENT,I would like to inform of troubles with online payments,18603
DELIVERY,do you deliver to {{Delivery City}}?,12338
REFUND,I need to see in what situations can I ask to be refunded,6377
SHIPPING,I have troubles editing my address,2797
SHIPPING,I try to change the delivery address,2339
PAYMENT,how to see what payment methods are available,5473
ORDER,I need to purchase some bloody products,19765
CANCEL,"I cannot find the withdrawal penalty, I need help",3284
INVOICE,seeing invoice #85632,4151
DELIVERY,is it possible to place an order from {{Delivery City}} ?,12271
ORDER,add an item to order {{Order Number}},1272
CONTACT,i want assistance talking with somebody,9095
ORDER,is it possible to order several of your article?,19322
INVOICE,can you help me giving a quick look at my bill #12588?,4340
REFUND,I have to see in what situations can I ask for a refund,6019
PAYMENT,i do not know how to check the allowed payment modalities,5823
DELIVERY,how can I get information about damn delivery  period?,13317
INVOICE,where can i locate my invoices from {{Person Name}},4223
PAYMENT,I don't know how I can list the accepted payment methods,5340
ORDER,could uhelp me switch  some articles of order {{Order Number}},1662
ACCOUNT,I don't know what I need to do to change to the {{Account Type}} account,24144
SHIPPING,i dont know what i have to do to edit my shipping address,2947
ORDER,i want assistance cancelling order {{Order Number}},270
ACCOUNT,I have to reset the access key of my profile,19917
CONTACT,do ya have an e-mail to contact customer support,8013
PAYMENT,I want assistance to solve a problem with payment,18622
PAYMENT,see what payment methods are available,5725
INVOICE,i do not know how i can download my invoices from {{Person Name}},15246
PAYMENT,what do I have to do to notify of a damn payment problem?,18336
REFUND,i expect a damn restitution of {{Refund Amount}} dollars was it processed,26291
DELIVERY,shipping to {{Delivery City}},12432
CONTACT,can I check at what time I can reach customer support?,8125
ORDER,where do I cancel purchase {{Order Number}}?,432
REFUND,i expect a compensation of {{Refund Amount}} dollars,26529
CANCEL,are there early termination fees?,3500
REFUND,reimburse {{Refund Amount}} dollar,16189
SUBSCRIPTION,I want to unsubscribe from your company newsletter,17222
CONTACT,i have to contact an agent,9541
FEEDBACK,want help to make an claim against ur organization,7507
CANCEL,I want help to see the early exit fees,3766
CANCEL,I don't know what I have to do to see the termination fees,3792
REFUND,I have to see the current status of my reimbursement,25882
FEEDBACK,I want help to leave fucking feedback for your services,22066
REFUND,I want to see how long refunds take,6010
CANCEL,help me checking the withdrawal fee,3684
ORDER,how can i change purchase {{Order Number}},1886
ORDER,need to eddit order {{Order Number}},1793
REFUND,any news on the refund,26455
DELIVERY,help me see when will mny purchase arrive,13291
ACCOUNT,how to use the {{Account Category}} account,24057
CONTACT,help me contacting a fucking human agent,8941
CANCEL,I wanmt assistance checking the cancellation penalty,3104
FEEDBACK,I want help to leave some feedback for a product,22561
REFUND,I have got to request a restitution of my money,16889
SHIPPING,I don't know what I need to do to enter the shipping address,23729
INVOICE,help me download my bills from {{Person Name}},15716
ACCOUNT,watn assistance removing a standard account,10955
INVOICE,i call to get my invoice from {{Person Name}},15717
INVOICE,I don't know how I could download my invoice #00108,15080
REFUND,I need help seeing in which cases can I ask to be reimbursed,6388
CONTACT,i  dont know what i need to do to speak with a live agent,9525
ACCOUNT,can you help me recover my account PIN code?,19899
ACCOUNT,new bloody {{Account Type}} cacount,10333
REFUND,help me to obtain rebates  of money,16438
FEEDBACK,need assistance lodging a reclamation against your company,7341
ORDER,assistance to update purchase {{Order Number}},1876
FEEDBACK,what do I have to do to leave a review about a servie?,21912
SHIPPING,I don't know how I could set up my shipping address,23563
SUBSCRIPTION,need assistance unsubscribing to your newsletter,17380
INVOICE,see invoices from {{Person Name}},4628
SHIPPING,I need assistance trying to change my address,2251
ORDER,ened help with cancelling purchase {{Order Number}},211
CONTACT,I don't know how to get in touch with customer support,8706
DELIVERY,I want to know more about shipping periods,13746
CONTACT,I do not know how I can speak to customer service,8685
REFUND,i do not know what to do to receive restitutions of money,16698
CONTACT,what time can I reach customer support?,8694
CONTACT,can you help me speaking to an assistant?,9366
REFUND,I am waiting for a restitution of {{Currency Symbol}}{{Refund Amount}},26283
FEEDBACK,I want assistance lodging a reclamation,7034
INVOICE,I have got to find invoice #37777,4128
SUBSCRIPTION,where to cancel the subscription to ur company newsletter,17132
INVOICE,i do not know how i can download my invoice #00108,15235
PAYMENT,how to report an error with online payments,18686
SUBSCRIPTION,"I want to unsubscribe to your corporate newsletter, help me",16967
REFUND,I want help to ask for my money back,16445
DELIVERY,do you edliver to {{Delivery Country}}?,12136
FEEDBACK,where can I lodge a customer reclamation?,7347
PAYMENT,could you help me solving troubles with online payment ?,18521
FEEDBACK,assistance to file a claim,7325
INVOICE,I do not know what I need to do to look for bill #37777,4664
FEEDBACK,want assistance to leave an opinion about a service,22604
INVOICE,I need help locating my invoices from {{Person Name}},4623
ACCOUNT,how to use tye {{Account Type}} account?,24752
ORDER,"I need to add a product to purchase {{Order Number}}, help me",1106
SHIPPING,is it possible to enter another shipping address,23170
SUBSCRIPTION,can ya tell me about signing up to ur newsletter,17782
PAYMENT,list payment emthods,5207
CONTACT,I need help to speak to someond,9173
SUBSCRIPTION,I have to receive your corporate newsletter,17449
ORDER,"I have to modify purchase {{Order Number}}, I need assistance",1431
PAYMENT,how to report errors with payment,18179
FEEDBACK,I am trying to leave a goddamn comment for a product,22355
REFUND,where to see if there are any updates on my compensation,26051
INVOICE,I don't know what I need to do to download my invoice #00108,15279
SHIPPING,i have got to correct the address,2377
CANCEL,"I have to see the withdrawal penalties, help me",3624
PAYMENT,how do I list the allowed payment methods?,5223
ORDER,I have got to cancel purchase {{Order Number}},8
FEEDBACK,i do not know what to do to leave an opinion for a product,22813
CONTACT,can you help me contact a human agent?,9261
REFUND,reimbusre {{Currency Symbol}}{{Refund Amount}},16592
REFUND,show me under which circumstances can I ask to be reimbursed,6095
FEEDBACK,i dont know what i have to do to lodge as consumer claim,7145
CONTACT,i dont know what i have to do to talk to an assistant,9573
FEEDBACK,I am trying to make a customer complaint,7490
CANCEL,is it possible to check the termination charge?,3832
SHIPPING,I do not know what to do to modify my shipping address,2094
CONTACT,can I talk with an assistant?,9194
SUBSCRIPTION,I have got to subscribe to the fucking newsletter,17835
SUBSCRIPTION,help me to sign up to the company newsletter,17681
ORDER,I need assistance canceling order {{Order Number}},787
ACCOUNT,mldifying {{Account Type}} account,14560
ORDER,where to see the ETA of the purchase {{Order Number}}?,25132
PAYMENT,I want assistance reporting a prbolem with payment,18624
CONTACT,"I need to speak to customer assistance, how can I do it?",8025
FEEDBACK,making customer complaint,7624
PAYMENT,i have got to list ur accepted payment options can uhelp me,5285
SUBSCRIPTION,I want assistance to sign up to the company newsletter,17767
SHIPPING,i have put the old address by mistkae help me modifying it,2051
CANCEL,where  do i check the withdrawal penalties,3178
ACCOUNT,I'm trying to find information about my pin recovery,20232
CONTACT,where do i see what hours i can contact customer support,8495
SUBSCRIPTION,I need assistance to unsubscribe to the corporate newsletter,17402
DELIVERY,how do i see when will my purchase arrive,13551
PAYMENT,I am trying to check the accepted payment modalities,5262
FEEDBACK,need help leaving a comment about your services,22163
ORDER,I want help to order an article,19254
CONTACT,I want to speak with customer esrvice,8153
FEEDBACK,I want assistance to leave feedback about a product,22578
SUBSCRIPTION,help me see the status of my subscription to your newsletter,17201
PAYMENT,I need help listing your payment modalities,5648
PAYMENT,can ya help me to see ur allowed payment methods,5345
SHIPPING,what do i have to do to set a secondary delivery address up,23177
CONTACT,I don't know how I can cotnact somebody,8943
PAYMENT,help me see your allowed payment modalities,5174
ACCOUNT,i need assistance restoring the pass of my profile,20369
DELIVERY,I am trying to see what options for delivery are there,12826
SUBSCRIPTION,can you tell me about my newsletter subscription?,17258
SHIPPING,need assistance trying to edit my address,2688
PAYMENT,seeing accepted payment modalities,5536
SHIPPING,"I chose a wrong delivery address, can you help me update it?",2362
CONTACT,can ya direct to me a live agent,9713
CANCEL,show me the early exit penalty,3680
CANCEL,assistance to check the termination fee,3339
PAYMENT,how can I notify of an error with online payment?,17948
ORDER,I can't add some items to order {{Order Number}},1293
CANCEL,help to see the withdrawal fee,2991
ORDER,i dont know wha to do to check the status of order {{Order Number}},25352
SUBSCRIPTION,can you help me unsubscribing from your company newsletter ?,17194
FEEDBACK,wanna file a custome complaint,7399
FEEDBACK,do you have a way to submit a review for your services ?,22713
SHIPPING,"I need to submit a shipping address, can you help me?",23497
FEEDBACK,assistance writing a comment for your products,22178
REFUND,when am i ovtaining my money back,16797
CANCEL,I do not know how to check the cancellation charge,3661
ORDER,need help removing several items from order {{Order Number}},1402
SUBSCRIPTION,can uhelp me to unsubscribe to ur corporate newsetter,17247
CANCEL,can ya help me seeing the terminatio penalties,3233
SUBSCRIPTION,i have glt to receive the newsletter help me,17002
FEEDBACK,i have got to file an complaint,7688
REFUND,i dont know what to do to obtain my money back,16750
SUBSCRIPTION,I need help subscribing to your corporate newsletter,17226
REFUND,I can't see if there is anything new on the compensation,26561
ACCOUNT,remove {{Account Type}} account,11396
PAYMENT,assistance seeing your allowed payment methods,5432
SHIPPING,I need help to submit a different shipping address,22915
ACCOUNT,where to notify of errors with sign-up?,21151
SUBSCRIPTION,I need to subscribe to your newsletter,17103
INVOICE,mail me the bill from {{Person Name}},15374
SHIPPING,I need supports trying to modify the address,2814
SUBSCRIPTION,I cannot see the status of my newsletter subscription,16955
SHIPPING,i need help to set up a new shipping address,23700
CANCEL,need assistance seeing the withdrawal penalty,3064
DELIVERY,is it possible to place an order from {{Delivery Country}},12486
REFUND,i have got to see in which situations can i request a refund,6861
DELIVERY,I need assistance to check when will my package arrive,13528
ACCOUNT,correcting info on {{Account Category}} account,14529
REFUND,I am waiting for a restitution of {{Refund Amount}} dollars,26156
FEEDBACK,I am calling to leave my feedback for your products,22338
CANCEL,"I need to see the cancellation fee, can you help me?",3398
ACCOUNT,i have to use the {{Account Type}} account will ya help me,24299
SUBSCRIPTION,"I want to receive your company newsletter , how do I do it?",17191
CONTACT,I want to contact an agent,9146
DELIVERY,help seeing when will my purchase arrive,13333
ORDER,assistance to shop several articles,19674
INVOICE,i cannot find the invoice from {{Person Name}} find it for me,4511
CANCEL,"I have to check the early exit fees, can you help me?",3896
SHIPPING,can ya help me to modify the delivery address,2701
ACCOUNT,changing info on {{Account Type}} account,13990
REFUND,want help receiving compensations,16187
PAYMENT,"I cannot pay, help me to inform of a problem with payments",18500
REFUND,I expect a refund of {{Currency Symbol}}{{Refund Amount}},26734
PAYMENT,how do i check what goddamn payment methods are lalowed,5300
ORDER,correct purchase {{Order Number}},1055
ORDER,check order {{Order Number}} current status,24984
REFUND,how do I get compensations?,16814
REFUND,want help checking in wht situations can i request refunds,6213
PAYMENT,I want help to list the allowed payment options,5334
ACCOUNT,I am having an online registration error,21264
SUBSCRIPTION,"I have got to receive your company newsletter, how to do it?",17254
FEEDBACK,do you have a way to send feedback for a service?,21914
CANCEL,I want assistance checking the early termination fees,3493
REFUND,i try to see in which situations can i ask for refunds,6374
INVOICE,need assistance finding the bills from {{Person Name}},4473
SHIPPING,I want assistance to set up my secondary delivery address,23109
CONTACT,i dont know what i need to do to speak to customer service,8857
REFUND,in what cases can I request reimbursements?,6402
REFUND,could I check in what cases can I request reimbursements?,6886
DELIVERY,how do i check what delivery methods are available,12797
SHIPPING,where can I change the delivery address?,2556
SUBSCRIPTION,I want assistance to receive your company newsletter,17801
DELIVERY,I have got to check how soon can I expect the package,13565
DELIVERY,how soon can i expect my purchase,13718
SHIPPING,can utell me more about modifying my delivery address,2588
INVOICE,I do not know what I have to do to download the bill #85632,15884
PAYMENT,could you help me to report an error with online payment?,17970
ACCOUNT,I need information about the termination of a pro account,11547
SHIPPING,i have problems trying to edit the delivery address,2577
CANCEL,could you help me check hte cancellation penalties?,3860
FEEDBACK,i do not know how to lodge a complaint against ur business,7619
INVOICE,how can i give a quick look at the invoice #85632,4763
DELIVERY,i do not know what to do to see how long the shipping takes,13642
PAYMENT,assistance seeing ur available payment options,4987
PAYMENT,can you help me check your allowed payment modalities?,5710
CANCEL,seeing withdrawal penalty,3183
ACCOUNT,I need help to open a {{Account Category}} account for my daughter,10618
CANCEL,I want assistance checking the early termination penalty,3078
REFUND,what do i have to do to demand reimbursements of my money,16636
INVOICE,i need help to look for the bill #12588,3983
CANCEL,I'd like to see the withdrwaal fee how can i do it,3589
CONTACT,can I contactcustomer assistance?,8367
SHIPPING,I have entered a wrong shipping address by mistae,2123
ACCOUNT,editing info on pro account,14801
DELIVERY,will you show me what shipping methods are available?,11954
REFUND,assistance to see how long reimbursements usually take,6471
CANCEL,I want help to check the early termination penalties,3867
REFUND,I am waiting for a compensation of {{Refund Amount}} dollars,26747
SHIPPING,i have got to set the new deliver address up how do i do it,23329
CANCEL,I do not know how I can see the cancellation fees,3035
ORDER,updating order {{Order Number}},1044
CANCEL,help me to see the cancellation fee,3688
SHIPPING,the deliuvery address changed,2840
ACCOUNT,open a {{Account Type}} acount for my dad,10447
SUBSCRIPTION,"I havve to sign up to the newsletter, I need assistance",17668
INVOICE,"I want to give a quick look at my bill #00108, help me",4188
INVOICE,I need assistance to get my invoice from {{Person Name}},15069
FEEDBACK,is there an address to send feedback for ur services,22077
SUBSCRIPTION,I want assistance to subscribe to your company newsletter,17610
SHIPPING,i do not know how to edit my delivery address,2751
SUBSCRIPTION,need help receiving ur cororate newsletter,17328
INVOICE,see bill #37777,4804
CONTACT,check what hours i can get in touch with customer service,8203
REFUND,need help seeing in what cases can i ask for my money back,6559
DELIVERY,can you help me to check how soon can I expect my item?,13572
CONTACT,need to speak to customersupport can ya help me,8763
CANCEL,I do not know how I can see the withdrawal fee,3282
REFUND,assistance seeing if there are any news on my reimbursement,26812
DELIVERY,where could I see when will my purchase arrive?,13714
DELIVERY,I do not know how I can see what shipment methods you offer,12014
REFUND,I do not know what I need to do to check your refund policy,6844
DELIVERY,where can i check how soon cn i expect my shipment,13082
ORDER,I need to correct purchase {{Order Number}},1731
CONTACT,"I have to contact customer support, I need assistnace",8124
CONTACT,"you are not helpful at all, I have got to talk to someone",9732
CONTACT,I want to talk to customer service,8219
CONTACT,what do I have to do to chat with an agent?,9522
INVOICE,how do I download my bills from {{Person Name}}?,15184
CANCEL,help checking the termmination fees,3498
SUBSCRIPTION,assistance to cancel the newsletter subscription,17771
SHIPPING,"I have to enter my new delivery address, could you help m?",23235
SHIPPING,can ya help me to set the nw shipping address up,23341
DELIVERY,can i place an order frim {{Delivery Country}},12893
ORDER,i do not know what i need to do to buy several items,18900
CANCEL,I have  to see the early termination fee,3077
ACCOUNT,i do not know what to do to reset my access key,20615
FEEDBACK,do you have an e-mail to submit an opinion about a product?,22062
ORDER,can uhelp me cancelling purchase {{Order Number}},812
ORDER,is it possible to acquire several of ur article,19473
INVOICE,"I cannot find bill #12588, mail it to me",15371
FEEDBACK,can ya help me to leave a review about a esrvice,22382
PAYMENT,where can I report problems with payments?,17899
DELIVERY,help me see what damn shipment methods are available,11974
PAYMENT,I want to check what payment options you accept,5902
CONTACT,how can I talk with a human agent?,9202
ACCOUNT,i want help to inform of a registration issue,20959
CANCEL,want help seeing the early termination fee,3566
ACCOUNT,update data on freemium account,14380
ORDER,I don't know what I need to do to earn some items,19233
CONTACT,i dont know what to do to call customer support,8819
PAYMENT,wanna see  the payment methods help me,5500
SHIPPING,howq can i set up the secondary delivery address,23527
FEEDBACK,how could I leave a review for your products?,22114
FEEDBACK,can you help me making a claim against your organization?,7857
CONTACT,uare not being helpful help me speak to an operator,9369
PAYMENT,where can I list the payment options?,5456
FEEDBACK,how to send some feedback about your company?,22426
SUBSCRIPTION,I have got to subscribe to the corporate newsletter,17693
INVOICE,i dont know what to do tgo download the bill #12588,15510
ACCOUNT,have a problem with the termination of a {{Account Category}} account,10951
REFUND,assistance to check in what situations acn I request refunds,5961
DELIVERY,can you help me to check what methods for delivery I have?,12325
REFUND,i do not know what i have to do to get my money back,15899
REFUND,can uhelp me demanding a rebate,16439
PAYMENT,will utell me the accepted payment options,4967
FEEDBACK,I am trying to submit feedback about a product,22002
SHIPPING,I want assistancee trying to modify my shipping address,2509
PAYMENT,payment issues,18093
ORDER,I have missed some goddamn articles in purchase {{Order Number}},1674
FEEDBACK,I want to lodge a consumer reclamation against your company,7220
PAYMENT,can you help me to notify of an error with payment?,18783
INVOICE,download bills from {{Person Name}},14939
ORDER,editing order {{Order Number}},1393
SUBSCRIPTION,wanna know more about my corporate newsletter subscription,16958
CANCEL,I do not know how to see the early termination penalty,3450
REFUND,I am waiting for a restitution of {{Refund Amount}} dollars,26311
ACCOUNT,i cant register how could i notify of sign-up issues,21327
FEEDBACK,can you help me to write a comment for your products?,22375
INVOICE,see the bill from {{Person Name}},4042
FEEDBACK,how to write a comment for your products?,22510
SHIPPING,I want support chanigng my delivery address,2302
ORDER,need assistance to check the status of order {{Order Number}},25025
CONTACT,I have to check what hours I can reach customer assistance,8170
CANCEL,i want assistance to see the earlly termination fee,3873
SUBSCRIPTION,can uhelp me subscribe to ur newsletter,17104
CONTACT,i cannot talk with a operator,9904
REFUND,see in what situations can I ask to be refunded,6327
CANCEL,I need help seeing the cancellation fee,3401
ORDER,where do i check the ETA of purchase {{Order Number}},25861
SUBSCRIPTION,I acn't unsubscribe to your company newsletter,17204
INVOICE,send me my bill from {{Person Name}},15097
FEEDBACK,i dont know what to do to submit feedback for a service,22201
ORDER,I canno longer afford purchase {{Order Number}},937
DELIVERY,how can I see how long the shipping takes?,13140
FEEDBACK,I want help to make a customer complaint,7281
CANCEL,assistance seeing the termination penalty,3105
INVOICE,can i get the bill #12588,15442
CANCEL,can ushow me the cancellation fees,3660
CANCEL,how can i see the early termination penalties,3509
CONTACT,is it possible to speakto a person?,9840
FEEDBACK,want help to leave a review about a service,22031
ORDER,need  to check the eta of the purchase {{Order Number}} help me,25126
INVOICE,assistance seeing my invoice #12588,4692
INVOICE,"I lost my invoices from {{Person Name}}, find them for me",4286
FEEDBACK,do you have a method to send some feedback for a product ?,22055
REFUND,I'm waiting for a reimbursement of 1200dollars,25957
SUBSCRIPTION,"I need to unsubscribe from the newsletter, can yyou help me?",17688
SUBSCRIPTION,i have got to cancel the company newsletter subscription,17318
DELIVERY,can I order from {{Delivery Country}}?,12703
SUBSCRIPTION,i do not know how to unsubscribe to ur corporate newslegter,17634
ORDER,I want assistance checking the ETA of purchase {{Order Number}},25554
DELIVERY,I don't know how I can check what shipping options you offer,12837
CONTACT,chat with assistant,9604
SHIPPING,could I set up the shipping address?,23818
SUBSCRIPTION,I don't know how I can receive the company newsletter,17868
REFUND,help me to see in which cases can I request a reimbursement,6061
DELIVERY,I need assistance checking how soon can I expect my delivery,13353
PAYMENT,need assistance informing of problems with online payment,18644
CONTACT,"I would like to talk with a person, how do I do it?",9445
CONTACT,can I check what hours I can reach customer support?,8618
CANCEL,I have got to see the early exit fee,3564
PAYMENT,notify of trouble with online payments,18572
CONTACT,i want help to get in touch with customer service,8721
FEEDBACK,where can i file a customer complaint agaist ur company,7759
CONTACT,i have to speak to an assistant,9332
PAYMENT,where could I inform of an issue with online payment?,18219
ACCOUNT,I need assistance to delete the standard account,11782
ORDER,"I would like to acquire something, how to do it?",19267
DELIVERY,i dont know how i can see how soon can i expect my order,13497
CONTACT,how do I check at what time I can call customer assistance?,8220
CONTACT,see at what time I can get in touch with customer support,8594
DELIVERY,how can I see how long it takes for the package to arrive?,13402
SHIPPING,"my bloody delivery address changed, can I update it?",2356
SHIPPING,there is an issue setting up the shipping address,23009
REFUND,i expect a rebate of {{Currency Symbol}}{{Refund Amount}} was it processed,26431
PAYMENT,need help to check ur payment methods,4947
DELIVERY,how do I see what shipping methods you offer?,12156
REFUND,where could I see if there is anything new on my refund?,26318
DELIVERY,can i order from {{Delivery Country}},12664
FEEDBACK,I need help to make a claim,7658
FEEDBACK,file consumer reclamation against ur company,7495
INVOICE,i need assistance to get the invoice #85632,15430
CONTACT,I ned to speak to customer service,8038
DELIVERY,I want help to see how soon can I expect my product,13504
FEEDBACK,is it possible to submit feedback for ur services,22309
CONTACT,can I contact an assistant?,9760
PAYMENT,I don't know what I have to do to report payment problems,18502
REFUND,i cant see the compensation status,26297
ACCOUNT,I do not know how to update the info included on my profile,14438
PAYMENT,I want to list the payment methods,5494
ORDER,purchase {{Order Number}} status,25054
ORDER,check status of order,25197
CANCEL,I don't know what to do to see the cancellation fee,3912
FEEDBACK,is there a method to leave a comment for your products?,22175
INVOICE,download bill #12588,15896
ACCOUNT,I do not know how to report issues with registrations,21472
ACCOUNT,i want an different bloody premium account for my wife,10306
FEEDBACK,how to file an reclamation?,6983
SHIPPING,I want assistance editing the shipping address,2301
CANCEL,I don't know how I can see the early exit penalties,3319
CANCEL,I do not know how to check the cancellation  penalties,3673
CONTACT,uarent helpful can i chat with somebody,9339
PAYMENT,I want help to report a bloody error with onlien payments,18658
DELIVERY,I need to check how long it takes for my shipment to arrive,12904
CONTACT,I cannot contact a human agent,9623
SHIPPING,what do i need to do to set up a different shipping address,23584
ORDER,checking purchase {{Order Number}} current status,25107
PAYMENT,what do I need to do to check your allowed payment options?,5662
PAYMENT,can you help me to solve errors with payment?,18505
PAYMENT,i dont know how to check  ur allowed payment modalities,5912
SHIPPING,i dont know what i need to do to correct theaddress,2473
ORDER,camceling order {{Order Number}},567
SUBSCRIPTION,how can I unsubscribe from your newsletter?,17817
INVOICE,"I have to find the damn bill from {{Person Name}}, help me",4750
PAYMENT,where to check what payment options are accepted?,5598
FEEDBACK,i want help writing a comment for a serrvice,22263
CONTACT,anybody available in customer support,7984
ORDER,I want help to cancel purchase {{Order Number}},864
PAYMENT,how could I inform of errors with payment?,17922
DELIVERY,do you ship to {{Delivery Country}}?,12117
ORDER,i try to see the statuis of purchase {{Order Number}},25871
REFUND,I need to check how long the goddamn reimbursements take,6310
FEEDBACK,I don't know how I could file a reclamation,7746
INVOICE,need assistance downloading my invoice{{Invoice Number}},15313
ACCOUNT,correcting info on premium account,14794
SUBSCRIPTION,i have to receive the corporate newsletter could ya help me,17808
ORDER,can ya help me cancel purchase {{Order Number}},657
PAYMENT,help informing of a problem with online payments,18703
ORDER,I have a problem with canceling purchase {{Order Number}},752
CANCEL,"I cannot find the withdrawal penalty, could you help me?",3199
REFUND,I need help to see if there are any updates on my rebate,25983
ACCOUNT,correcting details on freemium account,14430
SHIPPING,there are errors changin my delivery address,2591
SHIPPING,I want help to set up my delivery address,22885
INVOICE,I'd like to find my bills from {{Person Name}} how cam i do it,4861
SUBSCRIPTION,how can I cancel my subscription to your neswletter?,17266
CONTACT,what do I have to do to speak to a live agent?,9294
SUBSCRIPTION,see the status of my subscription to ur newsleyter,17015
ORDER,need to change several proucts of order {{Order Number}},1178
FEEDBACK,I do not know how I can file a claim,7779
INVOICE,i need assistance to locate the bills from {{Person Name}},4397
SUBSCRIPTION,need help singing up to the company newsletter,17709
CONTACT,I need help chatting with an operator,9400
FEEDBACK,wanna send my bloody feedback for ur products can ya help me,22154
ORDER,can you help me to earn several products?,19597
SHIPPING,assistance correcting my delivery address,2502
INVOICE,find the invoices from {{Person Name}},4725
INVOICE,seeing bill from {{Person Name}},4783
REFUND,I don't know how I can ask for a reimbursement,16089
PAYMENT,can you help me to see your accepted payment modalities ?,4974
PAYMENT,how could i notify of an error with online payment,18366
PAYMENT,how can i list the allowedd payment options,5038
SUBSCRIPTION,I want assistance receiving your company newsletter,17420
CONTACT,what is the bloody customer service phone number?,8671
SHIPPING,there are errors submitting the new shipping address,23869
REFUND,i need help to receive fucking compensations,16576
FEEDBACK,help me to file a custoer complaint against ur company,7699
SUBSCRIPTION,"I have got to subscribe to the newsletter, I need assistance",17583
SUBSCRIPTION,i have got to unsubscrikbe from ur newsletter,17241
INVOICE,need to download my invoice #37777 will ya help me,15217
FEEDBACK,help to write a review about a product,22228
PAYMENT,need assistance solving problems with payment,18758
DELIVERY,is it possible to place an order from {{Delivery City}}?,12690
ACCOUNT,how to change to the standard account?,24569
SHIPPING,ido not know how i can submit the new shipping address,23564
FEEDBACK,how to make a damn customer claim against your business?,7203
CANCEL,where do i check the withdrawal fees,3299
INVOICE,I don't know how to check my fucking invoices from {{Person Name}},4675
ACCOUNT,I want help canceling my {{Account Type}} account,11525
CANCEL,I need help seeing the early termination fee,3266
SHIPPING,can you help me submitting a delivery address?,23316
SUBSCRIPTION,"I would like to subscribe to your newsletter, how to do it?",17144
PAYMENT,what are the payment payment modalities allowed?,5356
CANCEL,I tryh to check the termination fees,3012
SHIPPING,I have an error updating my fucking shipping address,2605
INVOICE,need to give a quick look at invoice #37777 how to do it,4262
REFUND,"I have got to see how long refunds take, I need help",6424
CANCEL,i have got to check the cvancellation penalty how to do it,3416
DELIVERY,how to see what options for delivery are there?,12288
CANCEL,I need help to see the early exit penalties,2998
DELIVERY,want help seeing how long it takes for my order to arrive,13724
SUBSCRIPTION,help me cancel the subscription to ur newsletter,17239
SHIPPING,can you help me to set up a different delivery address?,23213
DELIVERY,can I see how long it usually takes for the item to arrive?,13284
SUBSCRIPTION,can you help me unsubscribing to your corporate newsletter?,17202
REFUND,I am waiting for a reimbursement of {{Currency Symbol}}{{Refund Amount}},26553
INVOICE,I do not know how to look for the bill from {{Person Name}},4017
REFUND,in which cases can i ask to be reimbursed,6820
ORDER,where could I cancel purchase {{Order Number}}?,811
ORDER,where can I see order {{Order Number}} status?,25867
FEEDBACK,wanna file a consumer complaint aganst ur organization,7644
DELIVERY,can you help me to see when my product is going to arrive?,13249
SHIPPING,"I have got to set a shipping address up, how can I do it?",23866
CONTACT,I want help to talk with customer support,8145
ACCOUNT,update data on {{Account Category}} account,13938
INVOICE,I want assistance locating the invoices from {{Person Name}},4698
ACCOUNT,help me informing of a problem with signup,21002
CONTACT,I want to see at what time I can contact customer assistance,8699
INVOICE,is it possible to find my bill from {{Person Name}}?,4425
ACCOUNT,modify info on {{Account Category}} account,14484
SHIPPING,could you help me setting up my shipping address?,23098
INVOICE,I do not know how I can locate my bills from {{Person Name}},4046
REFUND,"I am waiting for a refund of {{Currency Symbol}}{{Refund Amount}}, has it been porocessed?",26282
FEEDBACK,where can i send my feedback for ur services,22316
FEEDBACK,i need help to file a consumer complaint,7448
INVOICE,i do not know how i acn look for the bills from {{Person Name}},4488
FEEDBACK,can ya help me lodging an consumer complaint,7393
INVOICE,I don't know what to do to downlod bill #12588,15385
ORDER,i have problems with canceling order {{Order Number}},196
DELIVERY,"I have got to see how soon can I expect my shipment, help me",13891
SHIPPING,want assistance updating the address,2115
SHIPPING,can you help me enter a different shipping address?,23216
SUBSCRIPTION,I want to know more about my newsletter subscription,17705
CONTACT,wanna see what hours cdustomer support available is,8334
SHIPPING,I need information about a delivery address update,2300
CANCEL,can you help me to see the early termination fees?,3868
DELIVERY,how could I see how soon can I expect my order?,13830
CONTACT,I don't know what I have to do to speak to somebody,9163
ORDER,cancelling order {{Order Number}},205
FEEDBACK,can you help me sending my feedback for your services?,22266
ACCOUNT,"I have got to open a new bloody {{Account Type}} account, I need help",10721
CANCEL,I'd like tro check the withdrawal fees,3785
REFUND,help seeing your money back  policy,6091
INVOICE,I do not know how to download the bill #12588,15341
ACCOUNT,updating premium accojnt,14206
ACCOUNT,I have problems with opening my platinum account,10778
INVOICE,i do not know how to download the damn bills from {{Person Name}},15283
CONTACT,I want help speaking to goddamn customer service,8452
DELIVERY,cn I place an order from {{Delivery City}}?,12390
CANCEL,I am trying to check the fucking early exit charge,3445
FEEDBACK,"I need to leave my feedback, can you help me?",22337
ORDER,I try to edit purchase {{Order Number}},1702
FEEDBACK,can you help me write a review for a service?,22692
FEEDBACK,i have to make a claim against ur business,6970
DELIVERY,help seeing what damn methods for delivery you offer,12159
DELIVERY,how to see when will my purchase arrive?,13822
SHIPPING,I need help trying to edit the shipping address,2876
CANCEL,I need help seeing the early termination fees,3301
PAYMENT,help solving a trouble with online payment,18320
INVOICE,can you help me downloading invoice #12588?,15171
SUBSCRIPTION,I can't see the status of my subscription to your newsletter,16918
